,Unnamed: 0,name,year,runtime,genre,rating,metascore,timeline,votes,gross
200,200,Mommy,I 2014,139,Drama,8.1,74.0,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.","52,197",$3.49M
202,202,Logan,2017,137,"Action, Drama, Sci-Fi",8.1,77.0,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","665,875",$226.28M
203,203,Room,I 2015,118,"Drama, Thriller",8.1,86.0,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.","381,746",$14.68M
204,204,Wild Tales,2014,122,"Comedy, Drama, Thriller",8.1,77.0,Six short stories that explore the extremities of human behavior involving people in distress.,"181,915",$3.11M
206,206,Winter Sleep,2014,196,Drama,8.1,88.0,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,"47,970",$0.17M
209,209,The Grand Budapest Hotel,2014,99,"Adventure, Comedy, Crime",8.1,88.0,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","726,586",$59.10M
210,210,Gone Girl,2014,149,"Drama, Mystery, Thriller",8.1,79.0,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","882,455",$167.77M
212,212,Hacksaw Ridge,2016,139,"Biography, Drama, History",8.1,71.0,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","450,761",$67.21M
213,213,Inside Out,I 2015,95,"Animation, Adventure, Comedy",8.1,94.0,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","633,206",$356.46M
215,215,12 Years a Slave,2013,134,"Biography, Drama, History",8.1,96.0,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","652,499",$56.67M
216,216,Rush,I 2013,123,"Action, Biography, Drama",8.1,74.0,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"442,448",$26.95M
217,217,Ford v Ferrari,2019,152,"Action, Biography, Drama",8.1,81.0,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"313,472",$117.62M
218,218,Spotlight,I 2015,129,"Biography, Crime, Drama",8.1,93.0,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","430,852",$45.06M
219,219,Song of the Sea,2014,93,"Animation, Adventure, Drama",8.1,85.0,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","53,547",$0.86M
222,222,Prisoners,2013,153,"Crime, Drama, Mystery",8.1,70.0,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","617,202",$61.00M
223,223,Mad Max: Fury Road,2015,120,"Action, Adventure, Sci-Fi",8.1,90.0,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.","902,284",$154.06M
224,224,Warrior,2011,140,"Action, Drama, Sport",8.1,71.0,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","442,391",$13.66M
226,226,Gran Torino,2008,116,Drama,8.1,72.0,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","729,918",$148.10M
227,227,Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure, Drama, Fantasy",8.1,85.0,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","782,233",$381.01M
228,228,Departures,2008,130,"Drama, Music",8.1,68.0,A newly unemployed cellist takes a job preparing the dead for funerals.,"49,285",$1.50M
231,231,How to Train Your Dragon,2010,98,"Animation, Action, Adventure",8.1,75.0,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","678,716",$217.58M
232,232,Into the Wild,2007,148,"Adventure, Biography, Drama",8.1,73.0,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","583,692",$18.35M
233,233,No Country for Old Men,2007,122,"Crime, Drama, Thriller",8.1,91.0,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"876,625",$74.28M
234,234,V for Vendetta,2005,132,"Action, Drama, Sci-Fi",8.1,62.0,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.","1,048,421",$70.51M
235,235,Nobody Knows,2004,141,Drama,8.1,88.0,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.","25,503",$0.68M
237,237,Million Dollar Baby,2004,132,"Drama, Sport",8.1,86.0,A determined woman works with a hardened boxing trainer to become a professional.,"645,658",$100.49M
238,238,Hotel Rwanda,2004,121,"Biography, Drama, History",8.1,79.0,"
Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","338,499",$23.53M
239,239,Before Sunset,2004,80,"Drama, Romance",8.1,90.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","241,596",$5.82M
241,241,Memories of Murder,2003,132,"Crime, Drama, Mystery",8.1,82.0,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","147,931",$0.01M
243,243,Kill Bill: Vol. 1,2003,111,"Action, Crime, Drama",8.1,69.0,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","1,018,730",$70.10M
244,244,Finding Nemo,2003,100,"Animation, Adventure, Comedy",8.1,90.0,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","964,725",$380.84M
245,245,Catch Me If You Can,2002,141,"Biography, Crime, Drama",8.1,75.0,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","856,174",$164.62M
246,246,Amores Perros,2000,154,"Drama, Thriller",8.1,83.0,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","227,009",$5.38M
247,247,"Monsters, Inc.",2001,92,"Animation, Adventure, Comedy",8.1,79.0,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","830,280",$289.92M
249,249,Lagaan: Once Upon a Time in India,2001,224,"Drama, Musical, Sport",8.1,84.0,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,"106,659",$0.07M
250,250,The Sixth Sense,1999,107,"Drama, Mystery, Thriller",8.1,64.0,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,"923,937",$293.51M
251,251,The Celebration,1998,105,Drama,8.1,82.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.","80,068",$1.65M
252,252,The Legend of 1900,1998,169,"Drama, Music, Romance",8.1,58.0,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.","60,041",$0.26M
253,253,The Truman Show,1998,103,"Comedy, Drama",8.1,90.0,An insurance salesman discovers his whole life is actually a reality TV show.,"962,337",$125.62M
254,254,"Crna macka, beli macor",1998,127,"Comedy, Crime, Romance",8.1,73.0,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,"51,553",$0.35M
255,255,The Big Lebowski,1998,117,"Comedy, Crime, Sport",8.1,71.0,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","745,392",$17.50M
256,256,In the Mood for Love,2000,98,"Drama, Romance",8.1,85.0,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","129,966",$2.73M
257,257,Trainspotting,1996,93,Drama,8.1,83.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","643,464",$16.50M
258,258,Fargo,1996,98,"Crime, Drama, Thriller",8.1,85.0,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"629,120",$24.61M
262,262,Before Sunrise,1995,101,"Drama, Romance",8.1,77.0,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","278,869",$5.54M
263,263,Three Colors: Red,1994,99,"Drama, Mystery, Romance",8.1,100.0,A model discovers a retired judge is keen on invading people's privacy.,"93,172",$4.04M
264,264,Chungking Express,1994,102,"Comedy, Crime, Drama",8.1,77.0,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.","67,016",$0.60M
266,266,Jurassic Park,1993,127,"Action, Adventure, Sci-Fi",8.1,68.0,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"884,568",$402.45M
267,267,In the Name of the Father,1993,133,"Biography, Crime, Drama",8.1,84.0,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"161,473",$25.01M
270,270,Dead Poets Society,1989,128,"Comedy, Drama",8.1,79.0,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"437,092",$95.86M
271,271,The Princess Bride,1987,98,"Adventure, Family, Fantasy",8.1,77.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","398,685",$30.86M
272,272,Stand by Me,1986,89,"Adventure, Drama",8.1,75.0,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.","369,401",$52.29M
273,273,Platoon,1986,120,"Drama, War",8.1,92.0,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","387,293",$138.53M
275,275,"Paris, Texas",1984,145,Drama,8.1,78.0,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","94,913",$2.18M
276,276,Nausicaä of the Valley of the Wind,1984,117,"Animation, Adventure, Fantasy",8.1,86.0,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"154,988",$0.50M
277,277,The Thing,1982,109,"Horror, Mystery, Sci-Fi",8.1,57.0,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"378,486",$13.78M
279,279,Fanny and Alexander,1982,188,Drama,8.1,100.0,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.","58,600",$4.97M
280,280,Blade Runner,1982,117,"Action, Sci-Fi, Thriller",8.1,84.0,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.","705,277",$32.87M
283,283,Monty Python's Life of Brian,1979,94,Comedy,8.1,77.0,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","373,225",$20.05M
284,284,The Deer Hunter,1978,183,"Drama, War",8.1,86.0,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,"316,679",$48.98M
285,285,Rocky,1976,120,"Drama, Sport",8.1,70.0,A small-time boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"528,291",$117.24M
288,288,Mirror,1975,107,"Biography, Drama",8.1,80.0,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.","41,222",$0.18M
289,289,Paper Moon,1973,102,"Comedy, Crime, Drama",8.1,77.0,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","43,026",$30.93M
293,293,Cool Hand Luke,1967,127,"Crime, Drama",8.1,92.0,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","164,764",$16.22M
296,296,The Battle of Algiers,1966,121,"Drama, War",8.1,96.0,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","54,532",$0.06M
298,298,What Ever Happened to Baby Jane?,1962,134,"Drama, Horror, Thriller",8.1,75.0,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,"51,229",$4.05M
305,305,Ben-Hur,1959,212,"Adventure, Drama, History",8.1,90.0,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.","222,916",$74.70M
309,309,The Bridge on the River Kwai,1957,161,"Adventure, Drama, War",8.1,87.0,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.","206,620",$44.91M
310,310,Rififi,1955,118,"Crime, Drama, Thriller",8.1,97.0,"Four men plan a technically perfect crime, but the human element intervenes...","30,468",$0.06M
311,311,On the Waterfront,1954,108,"Crime, Drama, Thriller",8.1,91.0,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,"144,545",$9.60M
314,314,Ace in the Hole,1951,111,"Drama, Film-Noir",8.1,72.0,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","32,355",$3.97M
316,316,The Third Man,1949,93,"Film-Noir, Mystery, Thriller",8.1,97.0,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","161,382",$0.45M
318,318,The Best Years of Our Lives,1946,170,"Drama, Romance, War",8.1,93.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,"58,085",$23.65M
319,319,The Shop Around the Corner,1940,99,"Comedy, Drama, Romance",8.1,96.0,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.","29,068",$0.20M
320,320,Rebecca,1940,130,"Drama, Mystery, Romance",8.1,86.0,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"126,374",$4.36M
321,321,The Grapes of Wrath,1940,129,"Drama, History",8.1,96.0,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.","86,466",$0.06M
322,322,Mr. Smith Goes to Washington,1939,129,"Comedy, Drama",8.1,73.0,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.","108,683",$9.60M
323,323,Gone with the Wind,1939,238,"Drama, History, Romance",8.1,97.0,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,"294,524",$198.68M
325,325,It Happened One Night,1934,105,"Comedy, Romance",8.1,87.0,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.","95,974",$4.36M
326,326,All Quiet on the Western Front,1930,152,"Drama, War",8.1,91.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.","57,948",$3.27M
337,337,La La Land,2016,128,"Comedy, Drama, Music",8.0,94.0,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","520,132",$151.10M
338,338,Lion,2016,118,"Biography, Drama",8.0,69.0,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","219,563",$51.74M
339,339,The Martian,2015,144,"Adventure, Drama, Sci-Fi",8.0,80.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.","775,936",$228.43M
340,340,Zootopia,2016,108,"Animation, Adventure, Comedy",8.0,78.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","444,288",$341.27M
342,342,The Tale of The Princess Kaguya,2013,137,"Animation, Adventure, Drama",8.0,89.0,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.","40,482",$1.51M
343,343,Wonder,I 2017,113,"Drama, Family",8.0,66.0,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.","147,185",$132.42M
344,344,Gully Boy,2019,154,"Drama, Music, Romance",8.0,65.0,A coming-of-age story based on the lives of street rappers in Mumbai.,"33,419",$5.57M
346,346,Short Term 12,2013,96,Drama,8.0,82.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,"83,287",$1.01M
347,347,The Raid 2,2014,150,"Action, Crime, Thriller",8.0,71.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","116,020",$2.63M
348,348,The Imitation Game,2014,114,"Biography, Drama, Thriller",8.0,73.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.","699,734",$91.13M
349,349,Guardians of the Galaxy,2014,121,"Action, Adventure, Comedy",8.0,76.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"1,064,107",$333.18M
350,350,Blade Runner 2049,2017,164,"Action, Drama, Mystery",8.0,81.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","478,552",$92.05M
351,351,Her,2013,126,"Drama, Romance, Sci-Fi",8.0,90.0,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.","553,466",$25.57M
352,352,The Revenant,2015,156,"Action, Adventure, Drama",8.0,76.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"721,743",$183.64M
353,353,The Perks of Being a Wallflower,2012,103,"Drama, Romance",8.0,67.0,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,"471,055",$17.74M
354,354,Elite Squad 2: The Enemy Within,2010,115,"Action, Crime, Drama",8.0,71.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.","80,014",$0.10M
355,355,The King's Speech,2010,118,"Biography, Drama, History",8.0,88.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.","648,093",$138.80M
356,356,The Help,2011,146,Drama,8.0,62.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","434,099",$169.71M
357,357,Deadpool,2016,108,"Action, Adventure, Comedy",8.0,65.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.","921,991",$363.07M
358,358,Darbareye Elly,2009,119,"Drama, Mystery",8.0,87.0,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,"47,284",$0.11M
361,361,My Name Is Khan,2010,165,Drama,8.0,50.0,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,"100,304",$4.02M
363,363,Slumdog Millionaire,2008,120,"Drama, Romance",8.0,84.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","807,991",$141.32M
364,364,Black Swan,2010,108,"Drama, Thriller",8.0,79.0,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".","710,443",$106.95M
365,365,Elite Squad,2007,115,"Action, Crime, Drama",8.0,33.0,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.","99,254",$0.01M
366,366,The Avengers,2012,143,"Action, Adventure, Sci-Fi",8.0,69.0,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"1,281,636",$623.28M
367,367,Persepolis,2007,96,"Animation, Biography, Drama",8.0,90.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"90,004",$4.45M
368,368,Dallas Buyers Club,2013,117,"Biography, Drama",8.0,80.0,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","451,141",$27.30M
370,370,The Pursuit of Happyness,2006,117,"Biography, Drama",8.0,64.0,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,"459,221",$163.57M
371,371,Blood Diamond,2006,143,"Adventure, Drama, Thriller",8.0,64.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","507,595",$57.37M
372,372,The Bourne Ultimatum,2007,115,"Action, Mystery, Thriller",8.0,85.0,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,"609,594",$227.47M
373,373,3-Iron,2004,88,"Crime, Drama, Romance",8.0,72.0,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,"51,729",$0.24M
374,374,Sin City,2005,124,"Crime, Thriller",8.0,74.0,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","742,717",$74.10M
375,375,The Diving Bell and the Butterfly,2007,112,"Biography, Drama",8.0,92.0,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,"104,199",$5.99M
376,376,Tae Guk Gi: The Brotherhood of War,2004,140,"Action, Drama, War",8.0,64.0,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.","38,153",$1.11M
378,378,Ratatouille,2007,111,"Animation, Adventure, Comedy",8.0,96.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,"653,922",$206.45M
