,Unnamed: 0,name,year,runtime,genre,rating,metascore,timeline,votes,gross
737,737,The Past,2013,130,"Drama, Mystery",7.7,85.0,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.","45,621",$1.33M
738,738,Blue Is the Warmest Colour,2013,180,"Drama, Romance",7.7,89.0,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","141,259",$2.20M
739,739,The Broken Circle Breakdown,2012,111,"Drama, Music, Romance",7.7,70.0,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.","39,857",$0.18M
740,740,Toy Story 4,2019,100,"Animation, Adventure, Comedy",7.7,84.0,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","212,376",$434.04M
741,741,Captain America: The Winter Soldier,2014,136,"Action, Adventure, Sci-Fi",7.7,70.0,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","755,290",$259.77M
743,743,Nebraska,2013,115,"Adventure, Comedy, Drama",7.7,87.0,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","113,716",$17.65M
744,744,Wreck-It Ralph,2012,101,"Animation, Adventure, Comedy",7.7,72.0,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","386,642",$189.42M
745,745,The Little Prince,2015,108,"Animation, Adventure, Drama",7.7,70.0,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","57,881",$1.34M
746,746,Detachment,2011,98,Drama,7.7,52.0,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,"78,770",$0.07M
747,747,Midnight in Paris,2011,94,"Comedy, Fantasy, Romance",7.7,81.0,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","394,252",$56.82M
749,749,The Lego Movie,2014,100,"Animation, Action, Adventure",7.7,83.0,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","328,020",$257.76M
750,750,Gravity,2013,91,"Drama, Sci-Fi, Thriller",7.7,96.0,Two astronauts work together to survive after an accident leaves them stranded in space.,"778,990",$274.09M
751,751,Star Trek Into Darkness,2013,132,"Action, Adventure, Sci-Fi",7.7,72.0,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","466,624",$228.78M
752,752,Beasts of No Nation,2015,137,"Drama, War",7.7,79.0,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","75,547",$0.08M
753,753,The Social Network,2010,120,"Biography, Drama",7.7,95.0,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.","638,783",$96.96M
754,754,X: First Class,2011,131,"Action, Adventure, Sci-Fi",7.7,65.0,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","653,405",$146.41M
755,755,The Hangover,2009,100,Comedy,7.7,73.0,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","727,280",$277.32M
756,756,Skyfall,2012,143,"Action, Adventure, Thriller",7.7,81.0,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","637,537",$304.36M
757,757,Silver Linings Playbook,2012,122,"Comedy, Drama, Romance",7.7,81.0,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","670,721",$132.09M
758,758,Argo,2012,120,"Biography, Drama, Thriller",7.7,86.0,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","581,343",$136.03M
759,759,500 Days of Summer,2009,95,"Comedy, Drama, Romance",7.7,76.0,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.","478,952",$32.39M
760,760,Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure, Family, Fantasy",7.7,65.0,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","489,893",$295.98M
761,761,Ponyo,2008,101,"Animation, Adventure, Comedy",7.7,86.0,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","128,887",$15.09M
762,762,Frost/Nixon,2008,122,"Biography, Drama, History",7.7,80.0,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,"104,268",$18.59M
763,763,Paprika,2006,90,"Animation, Drama, Fantasy",7.7,81.0,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","73,514",$0.88M
764,764,Changeling,2008,141,"Biography, Crime, Drama",7.7,63.0,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,"242,023",$35.74M
765,765,Flipped,I 2010,90,"Comedy, Drama, Romance",7.7,45.0,Two eighth-graders start to have feelings for each other despite being total opposites.,"82,993",$1.75M
768,768,This Is England,2006,101,"Crime, Drama",7.7,86.0,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.","116,768",$0.33M
769,769,Ex Machina,2014,108,"Drama, Sci-Fi, Thriller",7.7,78.0,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"484,239",$25.44M
770,770,After the Wedding,2006,120,Drama,7.7,78.0,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","32,793",$0.41M
771,771,The Last King of Scotland,2006,123,"Biography, Drama, History",7.7,74.0,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,"177,636",$17.61M
772,772,Zodiac,2007,157,"Crime, Drama, Mystery",7.7,78.0,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","480,155",$33.08M
773,773,Lucky Number Slevin,2006,110,"Crime, Drama, Thriller",7.7,53.0,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","301,854",$22.49M
774,774,Joyeux Noel,2005,116,"Drama, History, Music",7.7,70.0,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.","28,249",$1.05M
775,775,Control,2007,122,"Biography, Drama, Music",7.7,78.0,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.","62,281",$0.87M
776,776,Tangled,2010,100,"Animation, Adventure, Comedy",7.7,71.0,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","413,048",$200.82M
777,777,Black Book,2006,145,"Drama, Thriller, War",7.7,71.0,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","73,481",$4.40M
778,778,Brokeback Mountain,2005,134,"Drama, Romance",7.7,87.0,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"329,316",$83.04M
779,779,3:10 to Yuma,2007,122,"Action, Crime, Drama",7.7,76.0,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"293,137",$53.61M
780,780,Crash,I 2004,112,"Crime, Drama, Thriller",7.7,66.0,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","423,089",$54.58M
781,781,Kung Fu Hustle,2004,99,"Action, Comedy, Fantasy",7.7,78.0,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","129,411",$17.11M
782,782,The Bourne Supremacy,2004,108,"Action, Mystery, Thriller",7.7,73.0,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","439,942",$176.24M
783,783,The Machinist,2004,101,"Drama, Thriller",7.7,61.0,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"363,703",$1.08M
784,784,Ray,I 2004,152,"Biography, Drama, Music",7.7,73.0,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","140,336",$75.33M
785,785,Lost in Translation,2003,102,"Comedy, Drama",7.7,89.0,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"423,037",$44.59M
786,786,Harry Potter and the Goblet of Fire,2005,157,"Adventure, Family, Fantasy",7.7,81.0,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","560,123",$290.01M
787,787,Man on Fire,2004,146,"Action, Crime, Drama",7.7,47.0,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","334,095",$77.91M
788,788,Coraline,2009,100,"Animation, Drama, Family",7.7,80.0,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","201,815",$75.29M
789,789,The Last Samurai,2003,154,"Action, Drama",7.7,55.0,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"405,896",$111.11M
790,790,The Magdalene Sisters,2002,114,Drama,7.7,83.0,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,"26,206",$4.89M
791,791,Finding Neverland,2004,106,"Biography, Drama, Family",7.7,67.0,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,"200,324",$51.68M
792,792,Good Bye Lenin!,2003,121,"Comedy, Drama, Romance",7.7,68.0,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","139,690",$4.06M
793,793,In America,2002,105,Drama,7.7,76.0,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,"40,670",$15.54M
794,794,Adaptation.,2002,115,"Comedy, Drama",7.7,83.0,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,"181,115",$22.25M
795,795,Black Hawk Down,2001,144,"Drama, History, War",7.7,74.0,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,"369,347",$108.64M
796,796,Road to Perdition,2002,117,"Crime, Drama, Thriller",7.7,72.0,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","250,584",$104.45M
797,797,The Experiment,2001,120,"Drama, Thriller",7.7,60.0,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","91,497",$0.14M
798,798,Billy Elliot,2000,110,"Drama, Music",7.7,74.0,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"128,384",$22.00M
799,799,Hedwig and the Angry Inch,2001,95,"Comedy, Drama, Music",7.7,85.0,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"32,330",$3.03M
800,800,The Count of Monte Cristo,2002,131,"Action, Adventure, Drama",7.7,61.0,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","130,771",$54.23M
801,801,Ocean's Eleven,2001,116,"Crime, Thriller",7.7,74.0,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"525,663",$183.42M
802,802,Vampire Hunter D: Bloodlust,2000,103,"Animation, Action, Fantasy",7.7,62.0,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","29,767",$0.15M
803,803,"O Brother, Where Art Thou?",2000,107,"Adventure, Comedy, Crime",7.7,69.0,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","292,711",$45.51M
805,805,"South Park: Bigger, Longer & Uncut",1999,81,"Animation, Comedy, Fantasy",7.7,73.0,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","193,849",$52.04M
806,806,Office Space,1999,89,Comedy,7.7,68.0,Three company workers who hate their jobs decide to rebel against their greedy boss.,"246,036",$10.82M
807,807,Happiness,1998,134,"Comedy, Drama",7.7,81.0,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.","67,162",$2.81M
808,808,Training Day,2001,122,"Crime, Drama, Thriller",7.7,69.0,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"399,865",$76.63M
809,809,Run Lola Run,1998,80,"Crime, Drama, Thriller",7.7,77.0,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.","190,114",$7.27M
810,810,Rushmore,1998,93,"Comedy, Drama, Romance",7.7,86.0,The extracurricular king of Rushmore Preparatory School is put on academic probation.,"172,512",$17.11M
812,812,Being John Malkovich,1999,113,"Comedy, Drama, Fantasy",7.7,90.0,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,"317,034",$22.86M
813,813,Taste of Cherry,1997,95,Drama,7.7,80.0,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,"25,213",$0.31M
814,814,As Good as It Gets,1997,139,"Comedy, Drama, Romance",7.7,67.0,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","279,839",$148.48M
815,815,The Fifth Element,1997,126,"Action, Adventure, Sci-Fi",7.7,52.0,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.","440,578",$63.54M
816,816,Le Dîner de Cons,1998,80,Comedy,7.7,73.0,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.","38,004",$4.07M
817,817,Donnie Brasco,1997,127,"Biography, Crime, Drama",7.7,76.0,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","285,167",$41.91M
818,818,Shine,1996,105,"Biography, Drama, Music",7.7,87.0,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","51,933",$35.81M
819,819,Primal Fear,1996,129,"Crime, Drama, Mystery",7.7,47.0,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","193,929",$56.12M
821,821,Sense and Sensibility,1995,136,"Drama, Romance",7.7,84.0,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","104,866",$43.18M
822,822,A Little Princess,1995,97,"Drama, Family, Fantasy",7.7,83.0,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,"32,659",$10.02M
824,824,Il Postino,1994,108,"Biography, Comedy, Drama",7.7,81.0,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","34,251",$21.85M
825,825,Clerks,1994,92,Comedy,7.7,70.0,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","213,316",$3.15M
826,826,What's Eating Gilbert Grape,1993,118,Drama,7.7,73.0,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"218,940",$9.17M
827,827,Short Cuts,1993,188,"Comedy, Drama",7.7,79.0,The day-to-day lives of several suburban Los Angeles residents.,"42,779",$6.11M
828,828,Philadelphia,1993,125,Drama,7.7,66.0,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","227,888",$77.32M
829,829,The Muppet Christmas Carol,1992,85,"Comedy, Drama, Family",7.7,64.0,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,"50,836",$27.28M
830,830,Malcolm X,1992,202,"Biography, Drama, History",7.7,73.0,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","87,887",$48.17M
831,831,The Last of the Mohicans,1992,112,"Action, Adventure, Drama",7.7,76.0,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"154,259",$75.51M
833,833,Glengarry Glen Ross,1992,100,"Crime, Drama, Mystery",7.7,82.0,An examination of the machinations behind the scenes at a real estate office.,"97,343",$10.73M
834,834,A Few Good Men,1992,138,"Drama, Thriller",7.7,62.0,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,"240,007",$141.34M
835,835,Night on Earth,1991,129,"Comedy, Drama",7.7,68.0,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,"56,428",$2.02M
836,836,Fried Green Tomatoes,1991,130,Drama,7.7,64.0,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,"68,322",$82.42M
837,837,Barton Fink,1991,116,"Comedy, Drama, Thriller",7.7,69.0,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"114,874",$6.15M
838,838,Miller's Crossing,1990,115,"Crime, Drama, Thriller",7.7,66.0,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","127,560",$5.08M
839,839,Who Framed Roger Rabbit,1988,104,"Animation, Adventure, Comedy",7.7,83.0,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"184,885",$156.45M
841,841,The Last Emperor,1987,163,"Biography, Drama, History",7.7,76.0,The story of the final Emperor of China.,"96,324",$43.98M
842,842,Evil Dead II,1987,84,"Comedy, Horror",7.7,72.0,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"150,394",$5.92M
843,843,Empire of the Sun,1987,153,"Action, Drama, History",7.7,62.0,A young English boy struggles to survive under Japanese occupation of China during World War II.,"117,778",$22.24M
844,844,The Name of the Rose,1986,130,"Crime, Drama, Mystery",7.7,54.0,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"103,545",$7.15M
845,845,Down by Law,1986,107,"Comedy, Crime, Drama",7.7,75.0,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.","48,646",$1.44M
846,846,Blue Velvet,1986,120,"Drama, Mystery, Thriller",7.7,76.0,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","184,488",$8.55M
847,847,The Purple Rose of Cairo,1985,82,"Comedy, Fantasy, Romance",7.7,75.0,"In New Jersey in 1935, a movie character walks off the screen and into the real world.","47,779",$10.63M
848,848,After Hours,I 1985,97,"Comedy, Crime, Drama",7.7,90.0,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,"61,860",$10.60M
850,850,The Verdict,1982,129,Drama,7.7,77.0,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,"36,869",$54.00M
851,851,Star Trek II: The Wrath of Khan,1982,113,"Action, Adventure, Sci-Fi",7.7,67.0,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.","114,178",$78.91M
852,852,First Blood,1982,93,"Action, Adventure",7.7,61.0,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"231,822",$47.21M
853,853,Ordinary People,1980,124,Drama,7.7,86.0,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.","48,056",$54.80M
854,854,Airplane!,1980,88,Comedy,7.7,78.0,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"218,862",$83.40M
856,856,Halloween,1978,91,"Horror, Thriller",7.7,87.0,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","236,618",$47.00M
857,857,The Tenant,1976,126,"Drama, Thriller",7.7,71.0,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,"40,839",$1.92M
859,859,The Taking of Pelham One Two Three,1974,104,"Action, Crime, Thriller",7.7,68.0,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?","27,423",$2.49M
860,860,Blazing Saddles,1974,93,"Comedy, Western",7.7,73.0,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","127,945",$119.50M
861,861,Serpico,1973,130,"Biography, Crime, Drama",7.7,87.0,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"112,371",$29.80M
862,862,Enter the Dragon,1973,102,"Action, Crime, Drama",7.7,83.0,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,"98,361",$25.00M
863,863,Deliverance,1972,109,"Adventure, Drama, Thriller",7.7,80.0,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","100,301",$7.06M
864,864,The French Connection,1971,104,"Action, Crime, Drama",7.7,94.0,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,"112,575",$15.63M
865,865,Dirty Harry,1971,102,"Action, Crime, Thriller",7.7,90.0,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.","145,608",$35.90M
866,866,The Odd Couple,1968,105,Comedy,7.7,86.0,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.","32,234",$44.53M
867,867,The Dirty Dozen,1967,150,"Action, Adventure, War",7.7,73.0,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.","68,147",$45.30M
869,869,A Man for All Seasons,1966,120,"Biography, Drama, History",7.7,72.0,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","32,099",$28.35M
872,872,Goldfinger,1964,110,"Action, Adventure, Thriller",7.7,87.0,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","176,600",$51.08M
873,873,The Birds,1963,119,"Drama, Horror, Mystery",7.7,90.0,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,"174,467",$11.40M
876,876,The Magnificent Seven,1960,128,"Action, Adventure, Western",7.7,74.0,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,"89,005",$4.91M
877,877,Les yeux sans visage,1960,90,"Drama, Horror",7.7,90.0,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,"28,358",$0.05M
884,884,Fantasia,1940,125,"Animation, Family, Fantasy",7.7,96.0,A collection of animated interpretations of great works of Western classical music.,"89,999",$76.41M
888,888,Searching,III 2018,102,"Drama, Mystery, Thriller",7.6,71.0,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.","145,612",$26.02M
889,889,Once Upon a Time... In Hollywood,2019,161,"Comedy, Drama",7.6,83.0,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"582,212",$142.50M
890,890,Loveless,2017,127,Drama,7.6,86.0,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,"30,681",$0.57M
891,891,The Florida Project,2017,111,Drama,7.6,92.0,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.","98,753",$5.90M
893,893,Gifted,2017,101,Drama,7.6,60.0,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","103,538",$24.80M
894,894,The Peanut Butter Falcon,2019,97,"Adventure, Comedy, Drama",7.6,70.0,Zak runs away from his care home to make his dream of becoming a wrestler come true.,"71,410",$13.12M
896,896,Guardians of the Galaxy Vol. 2,2017,136,"Action, Adventure, Comedy",7.6,67.0,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.","587,606",$389.81M
897,897,Baby Driver,2017,113,"Action, Crime, Drama",7.6,86.0,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","455,013",$107.83M
898,898,Only the Brave,2017,134,"Action, Biography, Drama",7.6,72.0,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.","60,567",$18.34M
899,899,Bridge of Spies,2015,142,"Drama, History, Thriller",7.6,81.0,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","292,850",$72.31M
900,900,Incredibles 2,2018,118,"Animation, Action, Adventure",7.6,80.0,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,"258,375",$608.58M
901,901,Moana,I 2016,107,"Animation, Adventure, Comedy",7.6,81.0,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","282,475",$248.76M
902,902,Sicario,2015,121,"Action, Crime, Drama",7.6,82.0,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"380,744",$46.89M
903,903,Creed,II 2015,133,"Drama, Sport",7.6,82.0,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","252,028",$109.77M
904,904,Leviathan,2014,140,"Crime, Drama",7.6,92.0,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.","50,348",$1.09M
905,905,Hell or High Water,II 2016,102,"Action, Crime, Drama",7.6,88.0,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"208,690",$26.86M
906,906,Philomena,2013,98,"Biography, Comedy, Drama",7.6,77.0,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.","95,494",$37.71M
907,907,Dawn of the Planet of the Apes,2014,130,"Action, Adventure, Drama",7.6,79.0,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"416,185",$208.55M
